Fecha,Concepto,Cargos,,,,
27/11/17,ANTERIOR FATURA SERVICIOS,"3,387.20",,,,
27/11/17,ANTERIOR FATURA SERVICIOS,"54,779.68",,,,
27/11/17,ANTERIOR FATURA SERVICIOS,"11,135.83",,,,
28/11/17,ANTERIOR FATURA SERVICIOS,"5,289.60",,,,
28/11/17,ANTERIOR FATURA SERVICIOS,"13,050.00",,,,
28/11/17,ANTERIOR FATURA SERVICIOS,"13,546.22",,,,
28/11/17,ANTERIOR FATURA SERVICIOS,"14,938.22",,,,
28/11/17,ANTERIOR FATURA SERVICIOS,"7,424.00",,,,
28/11/17,ANTERIOR FATURA SERVICIOS,"16,551.91",,,,
28/11/17,ANTERIOR FATURA SERVICIOS,"6,737.28",,,,
29/11/17,ANTERIOR FATURA SERVICIOS,"2,392.50",,,,
29/11/17,ANTERIOR FATURA SERVICIOS,"32,413.44",,,,
29/11/17,ANTERIOR FATURA SERVICIOS,"4,762.96",,,,
29/11/17,ANTERIOR FATURA SERVICIOS,"2,500.00",,,,
30/11/17,ANTERIOR FATURA SERVICIOS,"62,855.23",,,,
30/11/17,ANTERIOR FACTURA VENTAS,"24,742.80",,,,
30/11/17,ANTERIOR FATURA SERVICIOS,"52,814.84",,,,
30/11/17,ANTERIOR FATURA SERVICIOS,"2,770.01",,,,
30/11/17,ANTERIOR FATURA SERVICIOS,"7,164.85",,,,
07/12/17,ANTERIOR FATURA SERVICIOS,"2,500.00",,,,
07/12/17,ANTERIOR FATURA SERVICIOS,"8,120.00",,,,
07/12/17,ANTERIOR FATURA SERVICIOS,"2,320.00",,,,
07/12/17,ANTERIOR FATURA SERVICIOS,"7,250.00",,,,
07/12/17,ANTERIOR FATURA SERVICIOS,"8,830.50",,,,
08/12/17,ANTERIOR FATURA SERVICIOS,"5,209.56",,,,
08/12/17,ANTERIOR FATURA SERVICIOS,"19,000.00",,,,
08/12/17,ANTERIOR FATURA SERVICIOS,"7,436.76",,,,
12/12/17,ANTERIOR FATURA SERVICIOS,"1,740.00",,,,
13/12/17,ANTERIOR FATURA SERVICIOS,"502,409.00",,,,
13/12/17,ANTERIOR FATURA SERVICIOS,"1,856.00",,,,
13/12/17,ANTERIOR FATURA SERVICIOS,"4,483.40",,,,
13/12/17,ANTERIOR FATURA SERVICIOS,"52,772.00",,,,
13/12/17,ANTERIOR FATURA SERVICIOS,647.28,,,,
13/12/17,ANTERIOR FATURA SERVICIOS,"2,049.72",,,,
13/12/17,ANTERIOR FATURA SERVICIOS,"2,982.36",,,,
13/12/17,ANTERIOR FATURA SERVICIOS,"2,157.60",,,,
14/12/17,ANTERIOR FATURA SERVICIOS,"15,337.52",,,,
14/12/17,ANTERIOR FATURA SERVICIOS,"1,044.00",,,,
14/12/17,ANTERIOR FATURA SERVICIOS,"16,883.80",,,,
14/12/17,ANTERIOR FATURA SERVICIOS,"3,368.64",,,,
15/12/17,ANTERIOR FATURA SERVICIOS,"4,247.92",,,,
15/12/17,ANTERIOR FACTURA VENTAS,"11,995.14",,,,
15/12/17,ANTERIOR FATURA SERVICIOS,"3,741.00",,,,
15/12/17,ANTERIOR FATURA SERVICIOS,"3,642.40",,,,
18/12/17,ANTERIOR FATURA SERVICIOS,"2,598.40",,,,
18/12/17,ANTERIOR FATURA SERVICIOS,"2,794.44",,,,
18/12/17,ANTERIOR FATURA SERVICIOS,"8,830.50",,,,
18/12/17,ANTERIOR FACTURA VENTAS,"38,881.77",,,,
18/12/17,ANTERIOR FATURA SERVICIOS,"308,096.31",,,,
19/12/17,ANTERIOR FATURA SERVICIOS,"8,526.00",,,,
19/12/17,ANTERIOR FATURA SERVICIOS,"4,483.40",,,,
19/12/17,ANTERIOR FATURA SERVICIOS,"15,724.66",,,,
19/12/17,ANTERIOR FACTURA VENTAS,315.00,,,,
19/12/17,ANTERIOR FATURA SERVICIOS,"15,724.66",,,,
20/12/17,ANTERIOR FATURA SERVICIOS,"17,655.39",,,,
20/12/17,ANTERIOR FATURA SERVICIOS,"4,408.00",,,,
20/12/17,ANTERIOR FATURA SERVICIOS,"8,113.98",,,,
20/12/17,ANTERIOR FATURA SERVICIOS,"22,506.32",,,,
20/12/17,ANTERIOR FATURA SERVICIOS,"16,182.00",,,,
21/12/17,ANTERIOR FATURA SERVICIOS,"3,933.00",,,,
21/12/17,ANTERIOR FATURA SERVICIOS,"3,933.00",,,,
21/12/17,ANTERIOR FATURA SERVICIOS,"6,978.05",,,,
21/12/17,ANTERIOR FATURA SERVICIOS,"41,000.00",,,,
21/12/17,ANTERIOR FATURA SERVICIOS,"3,933.00",,,,
22/12/17,ANTERIOR FATURA SERVICIOS,"19,794.24",,,,
22/12/17,ANTERIOR FATURA SERVICIOS,"1,948.80",,,,
22/12/17,ANTERIOR FATURA SERVICIOS,"1,948.80",,,,
22/12/17,ANTERIOR FATURA SERVICIOS,"2,505.60",,,,
22/12/17,ANTERIOR FATURA SERVICIOS,"3,236.40",,,,
22/12/17,ANTERIOR FACTURA VENTAS,"14,364.28",,,,
26/12/17,ANTERIOR FATURA SERVICIOS,"1,740.00",,,,
26/12/17,ANTERIOR FATURA SERVICIOS,"11,362.20",,,,
27/12/17,ANTERIOR FATURA SERVICIOS,"8,045.76",,,,
27/12/17,ANTERIOR FATURA SERVICIOS,"241,999.20",,,,
27/12/17,ANTERIOR FATURA SERVICIOS,"2,588.09",,,,
27/12/17,ANTERIOR FATURA SERVICIOS,"155,614.00",,,,
27/12/17,ANTERIOR FATURA SERVICIOS,"2,099.99",,,,
27/12/17,ANTERIOR FATURA SERVICIOS,"22,272.00",,,,
27/12/17,ANTERIOR FATURA SERVICIOS,"4,364.50",,,,
27/12/17,ANTERIOR FACTURA VENTAS,"4,532.70",,,,
27/12/17,ANTERIOR FACTURA VENTAS,"1,827.00",,,,
28/12/17,ANTERIOR FATURA SERVICIOS,"146,160.00",,,,
28/12/17,ANTERIOR FATURA SERVICIOS,"8,830.50",,,,
28/12/17,ANTERIOR FATURA SERVICIOS,"1,100.16",,,,
28/12/17,ANTERIOR FATURA SERVICIOS,"9,709.20",,,,
29/12/17,ANTERIOR FATURA SERVICIOS,"4,319.71",,,,
29/12/17,ANTERIOR FATURA SERVICIOS,"5,861.41",,,,
29/12/17,ANTERIOR FATURA SERVICIOS,"1,160.00",,,,
29/12/17,ANTERIOR FATURA SERVICIOS,"17,531.23",,,,
29/12/17,ANTERIOR FATURA SERVICIOS,"35,854.05",,,,
29/12/17,ANTERIOR FATURA SERVICIOS,"161,008.31",,,,
29/12/17,ANTERIOR FATURA SERVICIOS,"1,131.00",,,,
29/12/17,ANTERIOR FATURA SERVICIOS,"4,785.00",,,,
29/12/17,ANTERIOR FATURA SERVICIOS,"1,781.76",,,,
29/12/17,ANTERIOR FACTURA VENTAS,"47,681.57",,,,
04/01/16,ANTERIOR FATURA SERVICIOS,498.80,,,,
04/01/16,ANTERIOR FATURA SERVICIOS,541.72,,,,
04/01/16,ANTERIOR FATURA SERVICIOS,"17,748.00",,,,
07/01/16,ANTERIOR FATURA SERVICIOS,"4,048.40",,,,
07/01/16,ANTERIOR FATURA SERVICIOS,"21,518.00",,,,
07/01/16,ANTERIOR FATURA SERVICIOS,"3,967.20",,,,
07/01/16,ANTERIOR FATURA SERVICIOS,"1,798.00",,,,
07/01/16,ANTERIOR FATURA SERVICIOS,"7,424.00",,,,
07/01/16,ANTERIOR FATURA SERVICIOS,"8,212.80",,,,
07/01/16,ANTERIOR FATURA SERVICIOS,348.00,,,,
07/01/16,ANTERIOR FATURA SERVICIOS,"1,988.61",,,,
07/01/16,ANTERIOR FATURA SERVICIOS,631.98,,,,
07/01/16,ANTERIOR FATURA SERVICIOS,"2,934.80",,,,
07/01/16,ANTERIOR FATURA SERVICIOS,"2,262.00",,,,
07/01/16,ANTERIOR FATURA SERVICIOS,"5,367.63",,,,
07/01/16,ANTERIOR FATURA SERVICIOS,"4,099.44",,,,
07/01/16,ANTERIOR FATURA SERVICIOS,"3,074.00",,,,
08/01/16,ANTERIOR FATURA SERVICIOS,435.00,,,,
08/01/16,ANTERIOR FATURA SERVICIOS,139.20,,,,
08/01/16,ANTERIOR FATURA SERVICIOS,"168,374.00",,,,
08/01/16,ANTERIOR FATURA SERVICIOS,278.40,,,,
08/01/16,ANTERIOR FATURA SERVICIOS,663.52,,,,
08/01/16,ANTERIOR FATURA SERVICIOS,256.36,,,,
08/01/16,ANTERIOR FATURA SERVICIOS,"2,540.40",,,,
08/01/16,ANTERIOR FATURA SERVICIOS,"3,688.80",,,,
08/01/16,ANTERIOR FATURA SERVICIOS,"3,538.00",,,,
08/01/16,ANTERIOR FATURA SERVICIOS,"1,600.80",,,,
08/01/16,ANTERIOR FATURA SERVICIOS,348.00,,,,
08/01/16,ANTERIOR FATURA SERVICIOS,844.48,,,,
08/01/16,ANTERIOR FATURA SERVICIOS,"19,604.00",,,,
08/01/16,ANTERIOR FATURA SERVICIOS,"3,398.80",,,,
11/01/16,ANTERIOR FATURA SERVICIOS,915.99,,,,
11/01/16,ANTERIOR FACTURA VENTAS,"4,353.48",,,,
11/01/16,ANTERIOR FACTURA VENTAS,116.00,,,,
11/01/16,ANTERIOR FACTURA VENTAS,904.80,,,,
11/01/16,ANTERIOR FACTURA VENTAS,"26,506.00",,,,
11/01/16,ANTERIOR FATURA SERVICIOS,"3,306.00",,,,
12/01/16,ANTERIOR FATURA SERVICIOS,"3,155.20",,,,
12/01/16,ANTERIOR FATURA SERVICIOS,"2,238.80",,,,
12/01/16,ANTERIOR FATURA SERVICIOS,"8,328.80",,,,
12/01/16,ANTERIOR FATURA SERVICIOS,"1,175.08",,,,
12/01/16,ANTERIOR FATURA SERVICIOS,"2,262.00",,,,
12/01/16,ANTERIOR FATURA SERVICIOS,"5,092.40",,,,
13/01/16,ANTERIOR FATURA SERVICIOS,"13,207.64",,,,
13/01/16,ANTERIOR FATURA SERVICIOS,"4,223.95",,,,
13/01/16,ANTERIOR FATURA SERVICIOS,"26,573.28",,,,
13/01/16,ANTERIOR FATURA SERVICIOS,"3,779.94",,,,
13/01/16,ANTERIOR FATURA SERVICIOS,"3,728.61",,,,
13/01/16,ANTERIOR FATURA SERVICIOS,"7,935.18",,,,
13/01/16,ANTERIOR FATURA SERVICIOS,"9,614.08",,,,
13/01/16,ANTERIOR FATURA SERVICIOS,"47,171.12",,,,
13/01/16,ANTERIOR FATURA SERVICIOS,"1,180.80",,,,
14/01/16,ANTERIOR FACTURA VENTAS,452.40,,,,
14/01/16,ANTERIOR FATURA SERVICIOS,"3,462.60",,,,
14/01/16,ANTERIOR FATURA SERVICIOS,"2,267.80",,,,
14/01/16,ANTERIOR FATURA SERVICIOS,"7,605.89",,,,
14/01/16,ANTERIOR FATURA SERVICIOS,"1,324.66",,,,
14/01/16,ANTERIOR FATURA SERVICIOS,"28,884.00",,,,
15/01/16,ANTERIOR FATURA SERVICIOS,551.00,,,,
15/01/16,ANTERIOR FATURA SERVICIOS,"2,577.52",,,,
18/01/16,ANTERIOR FATURA SERVICIOS,"40,623.20",,,,
18/01/16,ANTERIOR FATURA SERVICIOS,"2,627.40",,,,
18/01/16,ANTERIOR FATURA SERVICIOS,"47,259.56",,,,
18/01/16,ANTERIOR FATURA SERVICIOS,"2,741.08",,,,
19/01/16,ANTERIOR FATURA SERVICIOS,"4,002.00",,,,
19/01/16,ANTERIOR FATURA SERVICIOS,"1,218.00",,,,
20/01/16,ANTERIOR FATURA SERVICIOS,"101,886.66",,,,
21/01/16,ANTERIOR FATURA SERVICIOS,"5,686.90",,,,
21/01/16,ANTERIOR FATURA SERVICIOS,"15,370.00",,,,
21/01/16,ANTERIOR FATURA SERVICIOS,"11,557.08",,,,
22/01/16,ANTERIOR FATURA SERVICIOS,"1,154.14",,,,
22/01/16,ANTERIOR FATURA SERVICIOS,"2,726.00",,,,
22/01/16,ANTERIOR FATURA SERVICIOS,"20,880.00",,,,
22/01/16,ANTERIOR FATURA SERVICIOS,"2,656.40",,,,
22/01/16,ANTERIOR FATURA SERVICIOS,"1,080.54",,,,
22/01/16,ANTERIOR FATURA SERVICIOS,"2,709.76",,,,
22/01/16,ANTERIOR FATURA SERVICIOS,"1,133.90",,,,
22/01/16,ANTERIOR FATURA SERVICIOS,"2,656.40",,,,
22/01/16,ANTERIOR FATURA SERVICIOS,"2,760.80",,,,
25/01/16,ANTERIOR FATURA SERVICIOS,348.00,,,,
25/01/16,ANTERIOR FATURA SERVICIOS,"11,078.00",,,,
25/01/16,ANTERIOR FATURA SERVICIOS,"3,839.60",,,,
25/01/16,ANTERIOR FATURA SERVICIOS,"4,417.28",,,,
25/01/16,ANTERIOR FATURA SERVICIOS,"4,466.00",,,,
26/01/16,ANTERIOR FATURA SERVICIOS,"1,403.60",,,,
26/01/16,ANTERIOR FACTURA VENTAS,"9,651.20",,,,
26/01/16,ANTERIOR FATURA SERVICIOS,"4,816.47",,,,
26/01/16,ANTERIOR FATURA SERVICIOS,"2,468.48",,,,
26/01/16,ANTERIOR FATURA SERVICIOS,"23,085.16",,,,
26/01/16,ANTERIOR FACTURA VENTAS,974.40,,,,
26/01/16,ANTERIOR FATURA SERVICIOS,"155,386.44",,,,
26/01/16,ANTERIOR FATURA SERVICIOS,"11,368.00",,,,
26/01/16,ANTERIOR FACTURA VENTAS,"40,040.96",,,,
27/01/16,ANTERIOR FATURA SERVICIOS,"1,554.40",,,,
27/01/16,ANTERIOR FATURA SERVICIOS,"7,609.60",,,,
28/01/16,ANTERIOR FATURA SERVICIOS,"31,366.40",,,,
28/01/16,ANTERIOR FATURA SERVICIOS,"6,078.40",,,,
29/01/16,ANTERIOR FATURA SERVICIOS,"1,624.00",,,,
29/01/16,ANTERIOR FATURA SERVICIOS,"49,137.60",,,,
02/02/16,ANTERIOR FATURA SERVICIOS,"30,582.24",,,,
02/02/16,ANTERIOR FATURA SERVICIOS,983.45,,,,
02/02/16,ANTERIOR FATURA SERVICIOS,541.72,,,,
02/02/16,ANTERIOR FATURA SERVICIOS,974.99,,,,
02/02/16,ANTERIOR FATURA SERVICIOS,"14,592.80",,,,
02/02/16,ANTERIOR FATURA SERVICIOS,"4,137.72",,,,
02/02/16,ANTERIOR FATURA SERVICIOS,"15,291.12",,,,
02/02/16,ANTERIOR FACTURA VENTAS,"24,133.80",,,,
03/02/16,ANTERIOR FATURA SERVICIOS,"11,600.00",,,,
03/02/16,ANTERIOR FATURA SERVICIOS,"6,013.44",,,,
03/02/16,ANTERIOR FATURA SERVICIOS,"1,500.00",,,,
03/02/16,ANTERIOR FATURA SERVICIOS,"3,306.00",,,,
03/02/16,ANTERIOR FATURA SERVICIOS,"5,568.00",,,,
03/02/16,ANTERIOR FATURA SERVICIOS,661.20,,,,
03/02/16,ANTERIOR FATURA SERVICIOS,"1,190.16",,,,
03/02/16,ANTERIOR FATURA SERVICIOS,"2,330.54",,,,
03/02/16,ANTERIOR FATURA SERVICIOS,"7,957.59",,,,
03/02/16,ANTERIOR FATURA SERVICIOS,"3,364.00",,,,
04/02/16,ANTERIOR FACTURA VENTAS,"2,900.00",,,,
04/02/16,ANTERIOR FATURA SERVICIOS,"3,166.79",,,,
04/02/16,ANTERIOR FATURA SERVICIOS,"14,500.00",,,,
04/02/16,ANTERIOR FATURA SERVICIOS,"4,199.20",,,,
04/02/16,ANTERIOR FATURA SERVICIOS,"4,843.00",,,,
04/02/16,ANTERIOR FATURA SERVICIOS,"5,032.08",,,,
04/02/16,ANTERIOR FATURA SERVICIOS,928.00,,,,
04/02/16,ANTERIOR FATURA SERVICIOS,"1,324.66",,,,
05/02/16,ANTERIOR FATURA SERVICIOS,"1,268.46",,,,
05/02/16,ANTERIOR FATURA SERVICIOS,"8,328.80",,,,
06/02/16,ANTERIOR FATURA SERVICIOS,"4,482.24",,,,
06/02/16,ANTERIOR FATURA SERVICIOS,"6,199.04",,,,
06/02/16,ANTERIOR FATURA SERVICIOS,"2,934.80",,,,
06/02/16,ANTERIOR FATURA SERVICIOS,"2,146.00",,,,
06/02/16,ANTERIOR FATURA SERVICIOS,"2,424.40",,,,
08/02/16,ANTERIOR FATURA SERVICIOS,"2,249.92",,,,
08/02/16,ANTERIOR FACTURA VENTAS,"1,450.00",,,,
08/02/16,ANTERIOR FATURA SERVICIOS,"2,576.36",,,,
08/02/16,ANTERIOR FATURA SERVICIOS,"2,784.00",,,,
08/02/16,ANTERIOR FATURA SERVICIOS,528.96,,,,
09/02/16,ANTERIOR FATURA SERVICIOS,"2,020.72",,,,
09/02/16,ANTERIOR FATURA SERVICIOS,870.00,,,,
10/02/16,ANTERIOR FATURA SERVICIOS,"2,610.00",,,,
10/02/16,ANTERIOR FATURA SERVICIOS,"16,124.00",,,,
10/02/16,ANTERIOR FATURA SERVICIOS,"2,157.60",,,,
10/02/16,ANTERIOR FATURA SERVICIOS,"5,679.00",,,,
10/02/16,ANTERIOR FATURA SERVICIOS,"1,044.00",,,,
10/02/16,ANTERIOR FATURA SERVICIOS,"122,859.00",,,,
11/02/16,ANTERIOR FATURA SERVICIOS,"5,800.00",,,,
11/02/16,ANTERIOR FATURA SERVICIOS,"1,322.40",,,,
11/02/16,ANTERIOR FATURA SERVICIOS,"1,983.60",,,,
11/02/16,ANTERIOR FACTURA VENTAS,"83,485.20",,,,
11/02/16,ANTERIOR FACTURA VENTAS,100.00,,,,
12/02/16,ANTERIOR FATURA SERVICIOS,"3,719.73",,,,
12/02/16,ANTERIOR FATURA SERVICIOS,"15,047.52",,,,
12/02/16,ANTERIOR FATURA SERVICIOS,"15,051.00",,,,
12/02/16,ANTERIOR FATURA SERVICIOS,"2,285.20",,,,
12/02/16,ANTERIOR FATURA SERVICIOS,"2,763.41",,,,
12/02/16,ANTERIOR FATURA SERVICIOS,"2,739.53",,,,
12/02/16,ANTERIOR FATURA SERVICIOS,"3,789.33",,,,
12/02/16,ANTERIOR FATURA SERVICIOS,"3,643.70",,,,
12/02/16,ANTERIOR FATURA SERVICIOS,507.50,,,,
12/02/16,ANTERIOR FATURA SERVICIOS,157.76,,,,
12/02/16,ANTERIOR FATURA SERVICIOS,"2,709.76",,,,
12/02/16,ANTERIOR FATURA SERVICIOS,"7,018.00",,,,
15/02/16,ANTERIOR FATURA SERVICIOS,"2,111.20",,,,
15/02/16,ANTERIOR FATURA SERVICIOS,"1,856.00",,,,
16/02/16,ANTERIOR FACTURA VENTAS,"46,650.56",,,,
17/02/16,ANTERIOR FATURA SERVICIOS,"1,904.72",,,,
17/02/16,ANTERIOR FATURA SERVICIOS,"43,670.00",,,,
17/02/16,ANTERIOR FACTURA VENTAS,"516,849.60",,,,
17/02/16,ANTERIOR FATURA SERVICIOS,"42,164.38",,,,
18/02/16,ANTERIOR FATURA SERVICIOS,"1,160.00",,,,
18/02/16,ANTERIOR FATURA SERVICIOS,"1,410.56",,,,
18/02/16,ANTERIOR FATURA SERVICIOS,"1,902.40",,,,
18/02/16,ANTERIOR FATURA SERVICIOS,799.99,,,,
18/02/16,ANTERIOR FATURA SERVICIOS,"1,508.00",,,,
18/02/16,ANTERIOR FATURA SERVICIOS,150.80,,,,
18/02/16,ANTERIOR FATURA SERVICIOS,"1,410.56",,,,
18/02/16,ANTERIOR FATURA SERVICIOS,"2,900.00",,,,
18/02/16,ANTERIOR FATURA SERVICIOS,696.00,,,,
18/02/16,ANTERIOR FATURA SERVICIOS,"2,262.00",,,,
19/02/16,ANTERIOR FATURA SERVICIOS,"117,999.99",,,,
22/02/16,ANTERIOR FATURA SERVICIOS,980.20,,,,
22/02/16,ANTERIOR FATURA SERVICIOS,"2,043.85",,,,
22/02/16,ANTERIOR FACTURA VENTAS,"48,511.20",,,,
22/02/16,ANTERIOR FACTURA VENTAS,"5,475.20",,,,
22/02/16,ANTERIOR FATURA SERVICIOS,"4,814.00",,,,
22/02/16,ANTERIOR FATURA SERVICIOS,"7,337.59",,,,
22/02/16,ANTERIOR FACTURA VENTAS,"5,347.60",,,,
22/02/16,ANTERIOR FATURA SERVICIOS,"25,357.60",,,,
22/02/16,ANTERIOR FATURA SERVICIOS,"21,155.50",,,,
22/02/16,ANTERIOR FATURA SERVICIOS,"3,839.60",,,,
22/02/16,ANTERIOR FATURA SERVICIOS,"1,829.00",,,,
22/02/16,ANTERIOR FATURA SERVICIOS,"1,804.16",,,,
22/02/16,ANTERIOR FATURA SERVICIOS,328.86,,,,
22/02/16,ANTERIOR FATURA SERVICIOS,980.20,,,,
22/02/16,ANTERIOR FATURA SERVICIOS,"18,178.36",,,,
22/02/16,ANTERIOR FACTURA VENTAS,0.00,,,,
23/02/16,ANTERIOR FATURA SERVICIOS,"42,038.40",,,,
23/02/16,ANTERIOR FACTURA VENTAS,"9,189.52",,,,
24/02/16,ANTERIOR FATURA SERVICIOS,"2,784.00",,,,
24/02/16,ANTERIOR FATURA SERVICIOS,"2,157.60",,,,
25/02/16,ANTERIOR FATURA SERVICIOS,"18,560.00",,,,
25/02/16,ANTERIOR FATURA SERVICIOS,"6,438.00",,,,
26/02/16,ANTERIOR FATURA SERVICIOS,"1,083.44",,,,
26/02/16,ANTERIOR FATURA SERVICIOS,"1,071.84",,,,
26/02/16,ANTERIOR FATURA SERVICIOS,"2,132.86",,,,
26/02/16,ANTERIOR FATURA SERVICIOS,"6,208.32",,,,
26/02/16,ANTERIOR FATURA SERVICIOS,"1,299.20",,,,
26/02/16,ANTERIOR FATURA SERVICIOS,"1,218.00",,,,
26/02/16,ANTERIOR FATURA SERVICIOS,"7,120.08",,,,
26/02/16,ANTERIOR FATURA SERVICIOS,"5,011.20",,,,
26/02/16,ANTERIOR FATURA SERVICIOS,"27,724.00",,,,
26/02/16,ANTERIOR FATURA SERVICIOS,"2,359.44",,,,
26/02/16,ANTERIOR FATURA SERVICIOS,"5,861.48",,,,
26/02/16,ANTERIOR FATURA SERVICIOS,"1,291.08",,,,
26/02/16,ANTERIOR FATURA SERVICIOS,"1,511.86",,,,
27/02/16,ANTERIOR FACTURA VENTAS,487.20,,,,
27/02/16,ANTERIOR FATURA SERVICIOS,"1,368.80",,,,
27/02/16,ANTERIOR FACTURA VENTAS,"23,246.40",,,,
27/02/16,ANTERIOR FATURA SERVICIOS,"3,843.08",,,,
29/02/16,ANTERIOR FATURA SERVICIOS,"38,000.00",,,,
29/02/16,ANTERIOR FATURA SERVICIOS,"30,000.00",,,,
29/02/16,ANTERIOR FATURA SERVICIOS,"50,000.00",,,,
29/02/16,ANTERIOR FATURA SERVICIOS,"21,276.35",,,,
29/02/16,ANTERIOR FATURA SERVICIOS,203.00,,,,
29/02/16,ANTERIOR FATURA SERVICIOS,454.72,,,,
29/02/16,ANTERIOR FATURA SERVICIOS,64.96,,,,
29/02/16,ANTERIOR FATURA SERVICIOS,"5,450.45",,,,
29/02/16,ANTERIOR FATURA SERVICIOS,"5,762.88",,,,
29/02/16,ANTERIOR FATURA SERVICIOS,590.00,,,,
29/02/16,ANTERIOR FATURA SERVICIOS,"7,605.89",,,,
29/02/16,ANTERIOR FATURA SERVICIOS,"5,530.88",,,,
29/02/16,ANTERIOR FATURA SERVICIOS,928.00,,,,
29/02/16,ANTERIOR FATURA SERVICIOS,"1,914.00",,,,
29/02/16,ANTERIOR FATURA SERVICIOS,"2,610.00",,,,
29/02/16,ANTERIOR FATURA SERVICIOS,"1,814.24",,,,
29/02/16,ANTERIOR FATURA SERVICIOS,947.28,,,,
29/02/16,ANTERIOR FATURA SERVICIOS,598.44,,,,
29/02/16,ANTERIOR FATURA SERVICIOS,784.79,,,,
29/02/16,ANTERIOR FATURA SERVICIOS,801.12,,,,
01/03/16,ANTERIOR FATURA SERVICIOS,"6,148.00",,,,
01/03/16,ANTERIOR FATURA SERVICIOS,"14,036.00",,,,
01/03/16,ANTERIOR FATURA SERVICIOS,"4,939.28",,,,
02/03/16,ANTERIOR FATURA SERVICIOS,"1,851.36",,,,
02/03/16,ANTERIOR FATURA SERVICIOS,812.00,,,,
02/03/16,ANTERIOR FATURA SERVICIOS,"101,886.66",,,,
02/03/16,ANTERIOR FATURA SERVICIOS,"18,079.18",,,,
02/03/16,ANTERIOR FATURA SERVICIOS,"1,851.36",,,,
02/03/16,ANTERIOR FATURA SERVICIOS,"73,245.30",,,,
02/03/16,ANTERIOR FATURA SERVICIOS,"2,139.80",,,,
02/03/16,ANTERIOR FATURA SERVICIOS,"16,924.40",,,,
02/03/16,ANTERIOR FATURA SERVICIOS,655.63,,,,
02/03/16,ANTERIOR FATURA SERVICIOS,"10,904.00",,,,
02/03/16,ANTERIOR FATURA SERVICIOS,657.72,,,,
02/03/16,ANTERIOR FATURA SERVICIOS,"1,980.54",,,,
02/03/16,ANTERIOR FATURA SERVICIOS,"1,322.40",,,,
02/03/16,ANTERIOR FATURA SERVICIOS,528.96,,,,
02/03/16,ANTERIOR FATURA SERVICIOS,541.72,,,,
02/03/16,ANTERIOR FATURA SERVICIOS,"6,556.13",,,,
02/03/16,ANTERIOR FATURA SERVICIOS,"1,467.34",,,,
02/03/16,ANTERIOR FATURA SERVICIOS,"2,320.00",,,,
03/03/16,ANTERIOR FATURA SERVICIOS,"1,407.43",,,,
04/03/16,ANTERIOR FATURA SERVICIOS,"29,580.00",,,,
07/03/16,ANTERIOR FATURA SERVICIOS,"56,399.20",,,,
08/03/16,ANTERIOR FATURA SERVICIOS,"2,053.20",,,,
08/03/16,ANTERIOR FATURA SERVICIOS,"16,124.00",,,,
08/03/16,ANTERIOR FATURA SERVICIOS,176.32,,,,
08/03/16,ANTERIOR FATURA SERVICIOS,"3,016.00",,,,
08/03/16,ANTERIOR FATURA SERVICIOS,"1,002.24",,,,
10/03/16,ANTERIOR FATURA SERVICIOS,"2,050.88",,,,
10/03/16,ANTERIOR FACTURA VENTAS,"5,092.40",,,,
10/03/16,ANTERIOR FATURA SERVICIOS,"7,424.00",,,,
10/03/16,ANTERIOR FATURA SERVICIOS,"13,606.80",,,,
10/03/16,ANTERIOR FATURA SERVICIOS,"1,400.00",,,,
10/03/16,ANTERIOR FATURA SERVICIOS,"2,610.00",,,,
11/03/16,ANTERIOR FATURA SERVICIOS,"1,693.00",,,,
11/03/16,ANTERIOR FATURA SERVICIOS,"1,693.00",,,,
11/03/16,ANTERIOR FATURA SERVICIOS,"2,853.80",,,,
11/03/16,ANTERIOR FACTURA VENTAS,"31,900.00",,,,
11/03/16,ANTERIOR FACTURA VENTAS,"2,772.40",,,,
14/03/16,ANTERIOR FATURA SERVICIOS,"3,955.00",,,,
14/03/16,ANTERIOR FATURA SERVICIOS,"6,148.00",,,,
15/03/16,ANTERIOR FATURA SERVICIOS,"2,424.40",,,,
15/03/16,ANTERIOR FATURA SERVICIOS,"3,944.00",,,,
15/03/16,ANTERIOR FATURA SERVICIOS,"1,577.60",,,,
15/03/16,ANTERIOR FATURA SERVICIOS,"4,036.80",,,,
15/03/16,ANTERIOR FATURA SERVICIOS,"2,267.80",,,,
15/03/16,ANTERIOR FATURA SERVICIOS,"7,605.89",,,,
16/03/16,ANTERIOR FATURA SERVICIOS,"1,131.00",,,,
16/03/16,ANTERIOR FATURA SERVICIOS,"2,030.00",,,,
16/03/16,ANTERIOR FATURA SERVICIOS,"58,000.00",,,,
16/03/16,ANTERIOR FATURA SERVICIOS,"17,168.00",,,,
17/03/16,ANTERIOR FATURA SERVICIOS,870.00,,,,
17/03/16,ANTERIOR FATURA SERVICIOS,"1,983.60",,,,
18/03/16,ANTERIOR FATURA SERVICIOS,"3,120.40",,,,
18/03/16,ANTERIOR FATURA SERVICIOS,"3,815.82",,,,
18/03/16,ANTERIOR FATURA SERVICIOS,"3,700.40",,,,
19/03/16,ANTERIOR FACTURA VENTAS,"5,783.16",,,,
21/03/16,ANTERIOR FATURA SERVICIOS,"5,968.78",,,,
