Region,State,Order Date,Order_Year,Order_Month,Order_Day,Customer Segment,Product Category,Sales
East,Ohio,2013-10-29,2013,10,29,Corporate,Office Supplies,70.02
West,California,2013-10-30,2013,10,30,Corporate,Furniture,1264.46
West,California,2013-10-30,2013,10,30,Small Business,Office Supplies,298.57
West,California,2013-10-30,2013,10,30,Small Business,Office Supplies,44.32
West,California,2013-10-30,2013,10,30,Corporate,Office Supplies,158.25
East,New Jersey,2013-10-30,2013,10,30,Small Business,Office Supplies,261.02
East,Ohio,2013-10-30,2013,10,30,Consumer,Office Supplies,78.79
East,Ohio,2013-10-30,2013,10,30,Consumer,Office Supplies,3928.25
West,Montana,2013-10-30,2013,10,30,Corporate,Office Supplies,44.99
East,New Hampshire,2013-10-30,2013,10,30,Small Business,Office Supplies,1629.75
West,Utah,2013-10-30,2013,10,30,Corporate,Office Supplies,1711.02
West,California,2013-10-31,2013,10,31,Corporate,Furniture,69.26
West,California,2013-10-31,2013,10,31,Small Business,Technology,1009.868
East,Vermont,2013-10-31,2013,10,31,Small Business,Furniture,121.624
East,New York,2013-10-31,2013,10,31,Small Business,Furniture,929.81
East,Rhode Island,2013-10-31,2013,10,31,Small Business,Technology,65.467
South,Florida,2013-10-31,2013,10,31,Consumer,Office Supplies,207.42
South,Florida,2013-10-31,2013,10,31,Consumer,Office Supplies,1031.18
East,Vermont,2013-10-31,2013,10,31,Corporate,Office Supplies,130.9
East,MA,2013-10-31,2013,10,31,Small Business,Technology,934.07
East,New York,2013-11-01,2013,11,1,Corporate,Office Supplies,2433.53
West,California,2013-11-01,2013,11,1,Corporate,Office Supplies,231.65
East,New York,2013-11-01,2013,11,1,Corporate,Technology,1250.4265
Central,Minnesota,2013-11-01,2013,11,1,Corporate,Office Supplies,503.17
West,New Mexico,2013-11-01,2013,11,1,Small Business,Office Supplies,235.15
East,New York,2013-11-01,2013,11,1,Corporate,Office Supplies,260.64
East,New York,2013-11-01,2013,11,1,Corporate,Technology,1368.03
South,Arkansas,2013-11-01,2013,11,1,Corporate,Technology,86.79
South,Virginia,2013-11-01,2013,11,1,Corporate,Office Supplies,4.97
South,Arkansas,2013-11-01,2013,11,1,Corporate,Technology,753.8
South,Virginia,2013-11-01,2013,11,1,Corporate,Office Supplies,128.59
East,MA,2013-11-03,2013,11,3,Small Business,Technology,794.58
South,North Carolina,2013-11-03,2013,11,3,Corporate,Office Supplies,3830.84
South,North Carolina,2013-11-03,2013,11,3,Corporate,Office Supplies,267.43
Central,Iowa,2013-11-04,2013,11,4,Home Office,Furniture,413.8
Central,Minnesota,2013-11-04,2013,11,4,Corporate,Office Supplies,275.06
West,Washington,2013-11-04,2013,11,4,Home Office,Office Supplies,209.63
Central,Texas,2013-11-04,2013,11,4,Corporate,Technology,1236.954
Central,Iowa,2013-11-04,2013,11,4,Home Office,Technology,4001.4685
Central,Iowa,2013-11-04,2013,11,4,Home Office,Office Supplies,336.25
West,California,2013-11-04,2013,11,4,Small Business,Furniture,5287.16
Central,Iowa,2013-11-05,2013,11,5,Corporate,Office Supplies,1158.45
West,California,2013-11-05,2013,11,5,Small Business,Office Supplies,229.26
Central,Iowa,2013-11-05,2013,11,5,Corporate,Office Supplies,2568.71
Central,Kansas,2013-11-05,2013,11,5,Small Business,Office Supplies,199.94
East,MA,2013-11-06,2013,11,6,Corporate,Office Supplies,67.47
West,California,2013-11-06,2013,11,6,Consumer,Furniture,2029.496
Central,MO,2013-11-06,2013,11,6,Small Business,Office Supplies,116.14
Central,MO,2013-11-06,2013,11,6,Small Business,Office Supplies,159.05
Central,MO,2013-11-06,2013,11,6,Small Business,Office Supplies,9046.33
Central,MO,2013-11-06,2013,11,6,Small Business,Office Supplies,367.96
East,Ohio,2013-11-07,2013,11,7,Consumer,Office Supplies,4890.58
Central,Illinois,2013-11-07,2013,11,7,Corporate,Office Supplies,129.62
West,Wyoming,2013-11-07,2013,11,7,Corporate,Office Supplies,82.12
West,New Mexico,2013-11-08,2013,11,8,Small Business,Office Supplies,634.38
Central,MO,2013-11-08,2013,11,8,Consumer,Furniture,16.73
Central,Kansas,2013-11-08,2013,11,8,Home Office,Office Supplies,125.54
South,Alabama,2013-11-08,2013,11,8,Consumer,Technology,6688.11
West,New Mexico,2013-11-08,2013,11,8,Small Business,Technology,5196.19
West,New Mexico,2013-11-08,2013,11,8,Small Business,Office Supplies,50.47
Central,Illinois,2013-11-08,2013,11,8,Consumer,Office Supplies,370.48
Central,Michigan,2013-11-09,2013,11,9,Corporate,Furniture,3636.91
South,Florida,2013-11-09,2013,11,9,Consumer,Technology,1831.529
East,Ohio,2013-11-09,2013,11,9,Consumer,Office Supplies,1614.84
East,Ohio,2013-11-09,2013,11,9,Corporate,Office Supplies,207.01
East,New York,2013-11-09,2013,11,9,Consumer,Technology,34.94
South,Louisiana,2013-11-09,2013,11,9,Corporate,Furniture,875.52
West,Washington,2013-11-09,2013,11,9,Corporate,Office Supplies,2337.89
South,Georgia,2013-11-09,2013,11,9,Small Business,Office Supplies,41.18
South,Florida,2013-11-09,2013,11,9,Consumer,Office Supplies,49.89
East,Ohio,2013-11-10,2013,11,10,Consumer,Office Supplies,1004.18
Central,Illinois,2013-11-10,2013,11,10,Consumer,Office Supplies,397.84
West,California,2013-11-11,2013,11,11,Corporate,Furniture,605.77
West,California,2013-11-11,2013,11,11,Corporate,Office Supplies,1480.91
Central,Michigan,2013-11-12,2013,11,12,Corporate,Furniture,441.43
West,California,2013-11-12,2013,11,12,Small Business,Office Supplies,171.57
Central,Michigan,2013-11-12,2013,11,12,Corporate,Technology,1341.963
Central,Michigan,2013-11-12,2013,11,12,Corporate,Technology,2145.6975
West,California,2013-11-12,2013,11,12,Small Business,Technology,2170.305
West,Arizona,2013-11-13,2013,11,13,Home Office,Technology,627.453
Central,MO,2013-11-13,2013,11,13,Small Business,Furniture,5723.24
Central,MO,2013-11-13,2013,11,13,Small Business,Furniture,3367.24
Central,Minnesota,2013-11-13,2013,11,13,Corporate,Office Supplies,79.75
Central,Minnesota,2013-11-13,2013,11,13,Corporate,Furniture,1118.82
West,Arizona,2013-11-13,2013,11,13,Home Office,Furniture,3000.88
Central,Illinois,2013-11-13,2013,11,13,Corporate,Furniture,52.39
West,Arizona,2013-11-13,2013,11,13,Home Office,Furniture,6118.38
South,Florida,2013-11-13,2013,11,13,Consumer,Office Supplies,194.35
West,California,2013-11-13,2013,11,13,Corporate,Office Supplies,6742.49
East,New Hampshire,2013-11-14,2013,11,14,Consumer,Furniture,7384.54
East,New York,2013-11-14,2013,11,14,Small Business,Furniture,115.17
East,New York,2013-11-14,2013,11,14,Small Business,Furniture,96.52
South,Virginia,2013-11-14,2013,11,14,Corporate,Office Supplies,3752.61
South,Virginia,2013-11-14,2013,11,14,Corporate,Office Supplies,548.36
East,Pennsylvania,2013-11-14,2013,11,14,Consumer,Technology,574.99
Central,Illinois,2013-11-16,2013,11,16,Corporate,Furniture,6250.936
West,California,2013-11-16,2013,11,16,Consumer,Office Supplies,64.37
West,California,2013-11-16,2013,11,16,Consumer,Technology,4588.55
South,Georgia,2013-11-16,2013,11,16,Home Office,Furniture,7264.64
West,New Mexico,2013-11-17,2013,11,17,Consumer,Office Supplies,125.33
West,New Mexico,2013-11-17,2013,11,17,Consumer,Office Supplies,9362.73
Central,Indiana,2013-11-17,2013,11,17,Small Business,Furniture,684.66
Central,Minnesota,2013-11-17,2013,11,17,Corporate,Office Supplies,72.82
Central,Minnesota,2013-11-17,2013,11,17,Corporate,Technology,2752.0
East,MA,2013-11-17,2013,11,17,Small Business,Technology,218.29
South,Florida,2013-11-17,2013,11,17,Consumer,Office Supplies,99.65
Central,Indiana,2013-11-17,2013,11,17,Small Business,Office Supplies,239.35
South,Virginia,2013-11-17,2013,11,17,Corporate,Furniture,279.63
Central,Texas,2013-11-18,2013,11,18,Small Business,Furniture,2701.69
Central,Wisconsin,2013-11-18,2013,11,18,Small Business,Office Supplies,365.62
South,Kentucky,2013-11-18,2013,11,18,Home Office,Furniture,9107.27
West,New Mexico,2013-11-18,2013,11,18,Small Business,Office Supplies,109.9
South,Mississippi,2013-11-18,2013,11,18,Small Business,Office Supplies,31.77
South,Mississippi,2013-11-18,2013,11,18,Small Business,Office Supplies,208.05
West,New Mexico,2013-11-18,2013,11,18,Small Business,Technology,440.6
Central,Wisconsin,2013-11-18,2013,11,18,Small Business,Office Supplies,152.59
West,New Mexico,2013-11-18,2013,11,18,Small Business,Office Supplies,315.29
Central,Wisconsin,2013-11-18,2013,11,18,Small Business,Technology,575.569
Central,Wisconsin,2013-11-18,2013,11,18,Small Business,Technology,695.47
Central,Texas,2013-11-19,2013,11,19,Small Business,Furniture,2084.96
West,California,2013-11-19,2013,11,19,Corporate,Office Supplies,297.85
West,California,2013-11-19,2013,11,19,Corporate,Furniture,136.1
West,California,2013-11-19,2013,11,19,Consumer,Office Supplies,1059.72
West,California,2013-11-19,2013,11,19,Consumer,Office Supplies,37.7
West,California,2013-11-20,2013,11,20,Home Office,Furniture,1556.55
Central,Wisconsin,2013-11-20,2013,11,20,Small Business,Office Supplies,614.34
Central,Kansas,2013-11-20,2013,11,20,Home Office,Office Supplies,398.76
Central,MO,2013-11-21,2013,11,21,Corporate,Furniture,933.21
Central,MO,2013-11-21,2013,11,21,Small Business,Office Supplies,85.77
Central,MO,2013-11-21,2013,11,21,Small Business,Office Supplies,149.31
Central,Iowa,2013-11-21,2013,11,21,Home Office,Technology,19109.61
East,New York,2013-11-21,2013,11,21,Corporate,Technology,2569.6265
Central,MO,2013-11-21,2013,11,21,Consumer,Technology,618.1965
Central,Illinois,2013-11-22,2013,11,22,Corporate,Technology,826.9735
Central,Texas,2013-11-22,2013,11,22,Consumer,Office Supplies,167.41
Central,Texas,2013-11-22,2013,11,22,Consumer,Technology,14240.76
West,Colorado,2013-11-22,2013,11,22,Consumer,Technology,13.52
South,Louisiana,2013-11-22,2013,11,22,Corporate,Technology,553.3415
South,Virginia,2013-11-22,2013,11,22,Corporate,Office Supplies,142.12
West,Washington,2013-11-22,2013,11,22,Home Office,Technology,1418.956
South,Mississippi,2013-11-23,2013,11,23,Small Business,Furniture,9041.26
East,New York,2013-11-23,2013,11,23,Consumer,Furniture,129.88
Central,Illinois,2013-11-23,2013,11,23,Home Office,Office Supplies,196.85
Central,Illinois,2013-11-23,2013,11,23,Home Office,Office Supplies,124.56
South,Mississippi,2013-11-23,2013,11,23,Small Business,Office Supplies,163.04
Central,Illinois,2013-11-23,2013,11,23,Corporate,Office Supplies,270.63
Central,Illinois,2013-11-23,2013,11,23,Corporate,Office Supplies,1583.06
South,Florida,2013-11-23,2013,11,23,Small Business,Office Supplies,241.43
Central,Indiana,2013-11-23,2013,11,23,Small Business,Technology,1290.2065
South,Virginia,2013-11-23,2013,11,23,Consumer,Technology,2441.1405
Central,Illinois,2013-11-23,2013,11,23,Corporate,Technology,6583.913
Central,Texas,2013-11-24,2013,11,24,Home Office,Office Supplies,37.8
South,Virginia,2013-11-24,2013,11,24,Small Business,Office Supplies,58.64
South,Mississippi,2013-11-24,2013,11,24,Corporate,Technology,881.501
Central,Illinois,2013-11-24,2013,11,24,Corporate,Furniture,6045.98
South,North Carolina,2013-11-24,2013,11,24,Consumer,Office Supplies,17.89
South,Mississippi,2013-11-24,2013,11,24,Corporate,Office Supplies,161.72
Central,Texas,2013-11-24,2013,11,24,Home Office,Office Supplies,183.28
South,Virginia,2013-11-24,2013,11,24,Small Business,Office Supplies,136.06
South,Kentucky,2013-11-24,2013,11,24,Consumer,Technology,2440.26
South,Kentucky,2013-11-24,2013,11,24,Consumer,Technology,1008.19
East,New Hampshire,2013-11-24,2013,11,24,Corporate,Technology,1978.3665
South,Mississippi,2013-11-24,2013,11,24,Corporate,Technology,660.059
South,Mississippi,2013-11-24,2013,11,24,Small Business,Technology,827.47
West,New Mexico,2013-11-25,2013,11,25,Small Business,Furniture,306.77
Central,Illinois,2013-11-25,2013,11,25,Consumer,Office Supplies,667.55
East,New Jersey,2013-11-25,2013,11,25,Corporate,Office Supplies,2066.63
East,Maine,2013-11-25,2013,11,25,Corporate,Office Supplies,24.72
Central,Texas,2013-11-25,2013,11,25,Home Office,Technology,187.78
Central,Texas,2013-11-25,2013,11,25,Home Office,Technology,1575.14
East,New Hampshire,2013-11-25,2013,11,25,Home Office,Furniture,4108.17
West,California,2013-11-25,2013,11,25,Corporate,Technology,900.06
West,Arizona,2013-11-26,2013,11,26,Home Office,Technology,15152.55
East,Pennsylvania,2013-11-26,2013,11,26,Corporate,Office Supplies,475.9
Central,Texas,2013-11-27,2013,11,27,Corporate,Technology,1018.402
Central,Texas,2013-11-27,2013,11,27,Corporate,Technology,3337.5165
Central,Texas,2013-11-27,2013,11,27,Corporate,Technology,2679.1235
East,New York,2013-11-27,2013,11,27,Corporate,Office Supplies,65.67
South,Alabama,2013-11-27,2013,11,27,Corporate,Technology,1390.6935
Central,Minnesota,2013-11-27,2013,11,27,Small Business,Technology,1155.5835
South,Alabama,2013-11-27,2013,11,27,Corporate,Technology,1017.2885
East,Connecticut,2013-11-29,2013,11,29,Corporate,Furniture,461.55
East,Ohio,2013-11-29,2013,11,29,Small Business,Office Supplies,137.64
South,Florida,2013-11-29,2013,11,29,Small Business,Furniture,577.0
West,Washington,2013-11-29,2013,11,29,Consumer,Office Supplies,116.37
South,Florida,2013-11-29,2013,11,29,Small Business,Office Supplies,125.78
West,Arizona,2013-11-29,2013,11,29,Consumer,Furniture,455.59
West,Washington,2013-11-29,2013,11,29,Consumer,Office Supplies,438.07
East,Maine,2013-11-29,2013,11,29,Corporate,Office Supplies,418.82
South,Arkansas,2013-11-29,2013,11,29,Home Office,Office Supplies,113.2
South,Florida,2013-11-29,2013,11,29,Small Business,Technology,24.53
East,Ohio,2013-11-29,2013,11,29,Corporate,Office Supplies,701.16
South,Louisiana,2013-11-30,2013,11,30,Corporate,Office Supplies,74.75
Central,Texas,2013-11-30,2013,11,30,Home Office,Office Supplies,527.25
East,Maine,2013-11-30,2013,11,30,Small Business,Office Supplies,1844.26
East,Pennsylvania,2013-11-30,2013,11,30,Consumer,Furniture,376.58
East,Pennsylvania,2013-12-01,2013,12,1,Home Office,Office Supplies,12586.19
South,South Carolina,2013-12-01,2013,12,1,Consumer,Technology,357.01
West,Oregon,2013-12-01,2013,12,1,Small Business,Furniture,118.06
East,MA,2013-12-01,2013,12,1,Consumer,Office Supplies,141.27
East,Vermont,2013-12-01,2013,12,1,Consumer,Office Supplies,242.8
East,MA,2013-12-01,2013,12,1,Consumer,Office Supplies,16.02
South,Alabama,2013-12-01,2013,12,1,Home Office,Technology,1541.458
Central,Indiana,2013-12-02,2013,12,2,Consumer,Office Supplies,7783.36
Central,Indiana,2013-12-02,2013,12,2,Consumer,Office Supplies,61.76
East,Pennsylvania,2013-12-02,2013,12,2,Home Office,Furniture,3503.56
West,California,2013-12-02,2013,12,2,Small Business,Furniture,754.94
Central,Wisconsin,2013-12-02,2013,12,2,Home Office,Technology,1196.86
Central,Indiana,2013-12-02,2013,12,2,Consumer,Furniture,1280.34
East,Pennsylvania,2013-12-02,2013,12,2,Home Office,Office Supplies,1118.21
East,Maryland,2013-12-03,2013,12,3,Corporate,Office Supplies,94.84
East,Ohio,2013-12-03,2013,12,3,Corporate,Technology,37.89
Central,Texas,2013-12-03,2013,12,3,Home Office,Furniture,3234.1
Central,Indiana,2013-12-03,2013,12,3,Consumer,Office Supplies,2289.92
South,Florida,2013-12-03,2013,12,3,Home Office,Office Supplies,2477.99
South,Florida,2013-12-03,2013,12,3,Home Office,Office Supplies,48.83
East,Pennsylvania,2013-12-04,2013,12,4,Corporate,Office Supplies,260.31
East,Pennsylvania,2013-12-04,2013,12,4,Consumer,Technology,1540.77
West,Oregon,2013-12-04,2013,12,4,Consumer,Furniture,87.09
East,New York,2013-12-04,2013,12,4,Home Office,Furniture,383.57
West,Oregon,2013-12-04,2013,12,4,Consumer,Office Supplies,196.1
East,New York,2013-12-04,2013,12,4,Home Office,Furniture,461.1
Central,MO,2013-12-04,2013,12,4,Small Business,Furniture,11.01
Central,Indiana,2013-12-04,2013,12,4,Corporate,Office Supplies,101.34
Central,MO,2013-12-04,2013,12,4,Small Business,Office Supplies,39.44
East,New York,2013-12-04,2013,12,4,Small Business,Office Supplies,38.26
East,Connecticut,2013-12-05,2013,12,5,Corporate,Furniture,468.46
East,New Jersey,2013-12-05,2013,12,5,Corporate,Office Supplies,11169.95
South,Alabama,2013-12-05,2013,12,5,Corporate,Office Supplies,290.46
South,North Carolina,2013-12-05,2013,12,5,Corporate,Technology,92.14
East,Ohio,2013-12-05,2013,12,5,Consumer,Furniture,8789.54
East,Ohio,2013-12-05,2013,12,5,Consumer,Office Supplies,174.58
West,Idaho,2013-12-05,2013,12,5,Consumer,Office Supplies,104.33
East,Maine,2013-12-05,2013,12,5,Corporate,Furniture,9708.64
West,Idaho,2013-12-05,2013,12,5,Consumer,Office Supplies,28.96
South,North Carolina,2013-12-05,2013,12,5,Corporate,Office Supplies,257.43
East,Pennsylvania,2013-12-05,2013,12,5,Home Office,Office Supplies,75.57
Central,Illinois,2013-12-05,2013,12,5,Corporate,Technology,173.417
South,Alabama,2013-12-05,2013,12,5,Corporate,Technology,1207.4
South,Arkansas,2013-12-05,2013,12,5,Corporate,Technology,1745.118
South,Arkansas,2013-12-05,2013,12,5,Corporate,Furniture,4371.92
South,Georgia,2013-12-06,2013,12,6,Corporate,Office Supplies,851.17
West,California,2013-12-06,2013,12,6,Corporate,Technology,1553.868
West,Utah,2013-12-06,2013,12,6,Small Business,Office Supplies,322.46
East,Ohio,2013-12-07,2013,12,7,Small Business,Furniture,1085.16
Central,Nebraska,2013-12-07,2013,12,7,Corporate,Office Supplies,356.95
East,Ohio,2013-12-07,2013,12,7,Small Business,Office Supplies,321.57
West,Washington,2013-12-07,2013,12,7,Small Business,Office Supplies,44.64
Central,Illinois,2013-12-07,2013,12,7,Corporate,Office Supplies,78.47
Central,Illinois,2013-12-07,2013,12,7,Corporate,Office Supplies,108.42
Central,Nebraska,2013-12-07,2013,12,7,Corporate,Office Supplies,2063.42
Central,Nebraska,2013-12-07,2013,12,7,Corporate,Technology,112.86
West,Washington,2013-12-07,2013,12,7,Small Business,Technology,1289.62
Central,South Dakota,2013-12-08,2013,12,8,Corporate,Technology,17717.34
Central,Minnesota,2013-12-08,2013,12,8,Corporate,Furniture,138.31
Central,Wisconsin,2013-12-09,2013,12,9,Corporate,Technology,1143.88
West,Colorado,2013-12-09,2013,12,9,Home Office,Technology,371.95
Central,Illinois,2013-12-09,2013,12,9,Consumer,Furniture,14223.82
East,New Hampshire,2013-12-09,2013,12,9,Home Office,Office Supplies,7522.8
South,Alabama,2013-12-10,2013,12,10,Home Office,Furniture,10480.272
South,Alabama,2013-12-10,2013,12,10,Home Office,Office Supplies,1991.26
East,Maryland,2013-12-11,2013,12,11,Home Office,Furniture,1551.34
Central,Indiana,2013-12-11,2013,12,11,Consumer,Office Supplies,588.54
East,Maryland,2013-12-11,2013,12,11,Home Office,Office Supplies,612.93
East,Pennsylvania,2013-12-11,2013,12,11,Corporate,Office Supplies,16.08
East,Ohio,2013-12-12,2013,12,12,Corporate,Office Supplies,52.76
West,Idaho,2013-12-12,2013,12,12,Corporate,Furniture,704.77
Central,MO,2013-12-12,2013,12,12,Home Office,Furniture,690.88
Central,Nebraska,2013-12-12,2013,12,12,Small Business,Office Supplies,529.28
South,South Carolina,2013-12-12,2013,12,12,Consumer,Office Supplies,63.96
South,South Carolina,2013-12-12,2013,12,12,Consumer,Office Supplies,177.23
Central,Michigan,2013-12-12,2013,12,12,Corporate,Office Supplies,16.47
Central,MO,2013-12-12,2013,12,12,Small Business,Office Supplies,713.7
West,California,2013-12-12,2013,12,12,Small Business,Office Supplies,126.74
South,Georgia,2013-12-12,2013,12,12,Home Office,Technology,917.31
South,Florida,2013-12-12,2013,12,12,Consumer,Furniture,5824.01
Central,Michigan,2013-12-12,2013,12,12,Corporate,Furniture,173.62
Central,MO,2013-12-12,2013,12,12,Small Business,Furniture,691.09
Central,Nebraska,2013-12-12,2013,12,12,Small Business,Office Supplies,240.18
Central,Michigan,2013-12-12,2013,12,12,Corporate,Furniture,690.97
Central,Texas,2013-12-12,2013,12,12,Corporate,Furniture,55.21
Central,Texas,2013-12-12,2013,12,12,Corporate,Furniture,10341.47
Central,Texas,2013-12-12,2013,12,12,Corporate,Furniture,38.3
West,California,2013-12-13,2013,12,13,Small Business,Office Supplies,1427.14
Central,Michigan,2013-12-13,2013,12,13,Corporate,Technology,188.54
East,New Jersey,2013-12-13,2013,12,13,Corporate,Furniture,9225.65
Central,Indiana,2013-12-13,2013,12,13,Small Business,Office Supplies,50.35
East,Vermont,2013-12-13,2013,12,13,Corporate,Technology,990.73
Central,Nebraska,2013-12-14,2013,12,14,Corporate,Furniture,126.88
Central,Nebraska,2013-12-14,2013,12,14,Corporate,Office Supplies,906.64
Central,MO,2013-12-14,2013,12,14,Home Office,Office Supplies,262.78
Central,Nebraska,2013-12-14,2013,12,14,Corporate,Technology,58.14
Central,Michigan,2013-12-14,2013,12,14,Corporate,Furniture,263.8
Central,MO,2013-12-14,2013,12,14,Home Office,Office Supplies,293.47
Central,MO,2013-12-14,2013,12,14,Home Office,Office Supplies,142.15
Central,MO,2013-12-14,2013,12,14,Home Office,Office Supplies,88.7
Central,Indiana,2013-12-14,2013,12,14,Small Business,Office Supplies,1634.98
Central,Michigan,2013-12-14,2013,12,14,Corporate,Technology,1546.3965
Central,Nebraska,2013-12-14,2013,12,14,Corporate,Technology,882.96
Central,MO,2013-12-14,2013,12,14,Home Office,Technology,230.72
East,Ohio,2013-12-14,2013,12,14,Consumer,Furniture,965.46
West,Utah,2013-12-15,2013,12,15,Home Office,Technology,408.23
West,California,2013-12-15,2013,12,15,Consumer,Office Supplies,51.56
West,Idaho,2013-12-15,2013,12,15,Consumer,Technology,4408.6695
East,Pennsylvania,2013-12-16,2013,12,16,Corporate,Office Supplies,507.44
West,California,2013-12-16,2013,12,16,Home Office,Technology,849.337
West,California,2013-12-17,2013,12,17,Home Office,Technology,934.9405
South,Alabama,2013-12-17,2013,12,17,Home Office,Furniture,5232.83
West,Utah,2013-12-17,2013,12,17,Corporate,Office Supplies,881.65
South,North Carolina,2013-12-17,2013,12,17,Consumer,Technology,116.314
South,North Carolina,2013-12-17,2013,12,17,Consumer,Furniture,262.29
East,New York,2013-12-17,2013,12,17,Home Office,Office Supplies,90.05
East,New York,2013-12-17,2013,12,17,Home Office,Technology,7804.53
West,California,2013-12-18,2013,12,18,Consumer,Office Supplies,48.41
East,MA,2013-12-19,2013,12,19,Consumer,Furniture,1554.21
Central,Indiana,2013-12-19,2013,12,19,Corporate,Technology,653.871
West,Utah,2013-12-19,2013,12,19,Corporate,Office Supplies,147.05
East,Maine,2013-12-19,2013,12,19,Consumer,Technology,1295.502
West,Utah,2013-12-19,2013,12,19,Corporate,Office Supplies,1768.13
Central,Texas,2013-12-19,2013,12,19,Home Office,Technology,303.909
Central,Texas,2013-12-19,2013,12,19,Home Office,Office Supplies,141.4
West,Arizona,2013-12-19,2013,12,19,Small Business,Furniture,185.83
East,Maine,2013-12-20,2013,12,20,Consumer,Furniture,2537.88
West,California,2013-12-20,2013,12,20,Home Office,Furniture,2896.99
South,North Carolina,2013-12-20,2013,12,20,Corporate,Office Supplies,35.58
East,New York,2013-12-20,2013,12,20,Small Business,Office Supplies,15.7
East,New York,2013-12-20,2013,12,20,Home Office,Furniture,10162.576
East,New York,2013-12-20,2013,12,20,Home Office,Office Supplies,7731.09
East,New York,2013-12-20,2013,12,20,Home Office,Technology,5834.6465
West,California,2013-12-21,2013,12,21,Home Office,Office Supplies,2360.98
Central,Texas,2013-12-21,2013,12,21,Corporate,Office Supplies,102.32
Central,Michigan,2013-12-21,2013,12,21,Small Business,Technology,729.92
West,Washington,2013-12-21,2013,12,21,Small Business,Office Supplies,82.93
Central,South Dakota,2013-12-21,2013,12,21,Small Business,Technology,14556.67
West,California,2013-12-21,2013,12,21,Home Office,Office Supplies,182.2
South,Virginia,2013-12-21,2013,12,21,Corporate,Office Supplies,27.44
South,Tennessee,2013-12-21,2013,12,21,Small Business,Technology,1950.036
South,South Carolina,2013-12-22,2013,12,22,Home Office,Office Supplies,750.89
South,South Carolina,2013-12-22,2013,12,22,Home Office,Office Supplies,50.8
Central,Oklahoma,2013-12-22,2013,12,22,Corporate,Technology,3323.44
Central,Oklahoma,2013-12-22,2013,12,22,Corporate,Office Supplies,27.9
Central,Indiana,2013-12-22,2013,12,22,Corporate,Technology,309.3
Central,Illinois,2013-12-22,2013,12,22,Small Business,Technology,710.328
Central,Illinois,2013-12-23,2013,12,23,Corporate,Technology,12028.23
East,Ohio,2013-12-24,2013,12,24,Home Office,Office Supplies,2834.96
Central,MO,2013-12-24,2013,12,24,Consumer,Furniture,1940.31
East,Ohio,2013-12-24,2013,12,24,Home Office,Technology,953.989
Central,Illinois,2013-12-24,2013,12,24,Home Office,Furniture,291.66
Central,Texas,2013-12-24,2013,12,24,Home Office,Furniture,51.14
Central,MO,2013-12-24,2013,12,24,Consumer,Office Supplies,1281.28
Central,Michigan,2013-12-24,2013,12,24,Corporate,Technology,2744.361
Central,MO,2013-12-24,2013,12,24,Consumer,Technology,430.848
Central,Michigan,2013-12-25,2013,12,25,Home Office,Furniture,2932.99
South,Virginia,2013-12-25,2013,12,25,Small Business,Office Supplies,114.57
East,MA,2013-12-25,2013,12,25,Corporate,Technology,6813.93
Central,Michigan,2013-12-25,2013,12,25,Home Office,Furniture,2285.12
Central,Michigan,2013-12-25,2013,12,25,Home Office,Furniture,9194.8
East,New Jersey,2013-12-25,2013,12,25,Corporate,Office Supplies,944.76
South,Mississippi,2013-12-26,2013,12,26,Home Office,Office Supplies,536.25
West,Oregon,2013-12-26,2013,12,26,Home Office,Office Supplies,21.32
South,Mississippi,2013-12-26,2013,12,26,Home Office,Office Supplies,5.73
West,Oregon,2013-12-26,2013,12,26,Home Office,Office Supplies,457.51
South,Alabama,2013-12-26,2013,12,26,Small Business,Office Supplies,68.32
South,Alabama,2013-12-26,2013,12,26,Small Business,Furniture,536.38
South,South Carolina,2013-12-26,2013,12,26,Corporate,Technology,2332.5955
South,Alabama,2013-12-26,2013,12,26,Small Business,Technology,391.8755
West,California,2013-12-26,2013,12,26,Home Office,Technology,4829.4535
South,Louisiana,2013-12-26,2013,12,26,Corporate,Technology,4687.6735
South,Virginia,2013-12-26,2013,12,26,Home Office,Technology,716.99
West,California,2013-12-26,2013,12,26,Home Office,Technology,31.1185
East,New York,2013-12-26,2013,12,26,Corporate,Office Supplies,213.06
East,New York,2013-12-26,2013,12,26,Corporate,Technology,1126.488
West,California,2013-12-27,2013,12,27,Home Office,Office Supplies,1315.74
Central,Texas,2013-12-27,2013,12,27,Small Business,Office Supplies,126.62
East,Maine,2013-12-28,2013,12,28,Home Office,Office Supplies,201.36
South,Georgia,2013-12-28,2013,12,28,Consumer,Office Supplies,599.1
Central,Minnesota,2013-12-28,2013,12,28,Consumer,Furniture,586.11
Central,Illinois,2013-12-28,2013,12,28,Consumer,Office Supplies,2232.06
Central,Kansas,2013-12-28,2013,12,28,Corporate,Office Supplies,195.49
East,New Hampshire,2013-12-28,2013,12,28,Home Office,Office Supplies,216.77
East,Maine,2013-12-28,2013,12,28,Home Office,Office Supplies,154.35
East,New York,2013-12-28,2013,12,28,Corporate,Technology,959.089
South,Georgia,2013-12-29,2013,12,29,Small Business,Office Supplies,209.3
Central,Minnesota,2013-12-29,2013,12,29,Corporate,Furniture,1042.06
Central,Minnesota,2013-12-29,2013,12,29,Corporate,Office Supplies,492.71
South,Florida,2013-12-29,2013,12,29,Corporate,Office Supplies,168.39
